date,product_code,product,variant,sold_quantity,gross_price,gross_price_total
2020-09-01,A5219110407,"AQ BZ Gen Z","Premium Black",22,545.5931,12003.05
2020-09-01,A5220110408,"AQ BZ Gen Z","Premium Misty Green",12,533.0397,6396.48
2020-09-01,A5318110103,"AQ Gamer 1","Standard Black",6,584.9722,3509.83
2020-09-01,A5318110104,"AQ Gamer 1","Plus Firey Red",9,586.3824,5277.44
2020-09-01,A5318110105,"AQ Gamer 1","Plus Cool Blue",8,551.3303,4410.64
2020-09-01,A5318110106,"AQ Gamer 1","Plus Black",14,565.8747,7922.25
2020-09-01,A5318110107,"AQ Gamer 1","Premium Black",8,571.6489,4573.19
2020-09-01,A5318110108,"AQ Gamer 1","Premium Misty Green",17,579.6609,9854.24
2020-09-01,A5419110201,"AQ Gamer 2","Standard Firey Red",11,585.0003,6435.00
2020-09-01,A5419110202,"AQ Gamer 2","Standard Cool Blue",6,567.9271,3407.56
2020-09-01,A5419110203,"AQ Gamer 2","Standard Black",14,595.5711,8338.00
2020-09-01,A5419110204,"AQ Gamer 2","Plus Firey Red",5,602.9200,3014.60
2020-09-01,A5419110205,"AQ Gamer 2","Plus Cool Blue",7,570.7578,3995.30
2020-09-01,A5419110206,"AQ Gamer 2","Plus Black",4,601.6398,2406.56
2020-09-01,A5419110207,"AQ Gamer 2","Premium Black",5,599.2302,2996.15
2020-09-01,A5419110208,"AQ Gamer 2","Premium Misty Green",4,608.4070,2433.63
2020-09-01,A5519110301,"AQ Gamer 3","Standard Firey Red",3,589.7411,1769.22
2020-09-01,A5519110302,"AQ Gamer 3","Standard Cool Blue",13,605.8642,7876.23
2020-09-01,A5519110303,"AQ Gamer 3","Standard Black",4,604.2721,2417.09
2020-09-01,A5519110304,"AQ Gamer 3","Plus Firey Red",6,597.7704,3586.62
2020-09-01,A5520110305,"AQ Gamer 3","Plus Cool Blue",6,632.4885,3794.93
2020-09-01,A5520110306,"AQ Gamer 3","Plus Black",14,639.6816,8955.54
2020-09-01,A5520110307,"AQ Gamer 3","Premium Black",5,609.7926,3048.96
2020-09-01,A5520110308,"AQ Gamer 3","Premium Misty Green",11,590.1159,6491.27
2020-09-01,A5620110401,"AQ Smash 1","Standard Firey Red",8,642.0698,5136.56
2020-09-01,A5620110402,"AQ Smash 1","Standard Cool Blue",8,593.8297,4750.64
2020-09-01,A5621110403,"AQ Smash 1","Standard Black",13,631.1855,8205.41
2020-09-01,A5621110404,"AQ Smash 1","Plus Firey Red",15,639.9614,9599.42
2020-09-01,A5621110405,"AQ Smash 1","Plus Cool Blue",12,601.8173,7221.81
2020-09-01,A5621110406,"AQ Smash 1","Plus Black",10,644.3777,6443.78
2020-09-01,A5621110407,"AQ Smash 1","Premium Black",10,655.7782,6557.78
2020-09-01,A5621110408,"AQ Smash 1","Premium Misty Green",14,657.2525,9201.54
2020-09-01,A5721110501,"AQ Smash 2","Standard Firey Red",7,649.6929,4547.85
2020-09-01,A5721110502,"AQ Smash 2","Standard Cool Blue",13,627.9938,8163.92
2020-09-01,A5721110503,"AQ Smash 2","Standard Black",7,678.3035,4748.12
2020-09-01,A5721110504,"AQ Smash 2","Plus Firey Red",15,655.8348,9837.52
2020-09-01,A5721110505,"AQ Smash 2","Plus Cool Blue",6,674.4272,4046.56
2020-09-01,A5721110506,"AQ Smash 2","Plus Black",6,720.5460,4323.28
2020-09-01,A5820110101,"AQ BZ Allin1","Standard 1",27,681.3022,18395.16
2020-09-01,A5820110102,"AQ BZ Allin1","Standard 2",28,697.5541,19531.51
2020-09-01,A5820110103,"AQ BZ Allin1","Standard 3",10,735.1465,7351.47
2020-09-01,A5820110104,"AQ BZ Allin1","Plus 1",22,690.4971,15190.94
2020-09-01,A5820110105,"AQ BZ Allin1","Plus 2",19,709.3926,13478.46
2020-09-01,A5820110106,"AQ BZ Allin1","Plus 3",14,692.5242,9695.34
2020-09-01,A5820110107,"AQ BZ Allin1","Premium 1",11,737.6775,8114.45
2020-09-01,A5821110108,"AQ BZ Allin1","Premium 2",18,746.7388,13441.30
2020-09-01,A6018110101,"AQ Home Allin1","Standard 1",1,800.4577,800.46
2020-09-01,A6018110102,"AQ Home Allin1","Standard 2",5,764.0542,3820.27
2020-09-01,A6018110103,"AQ Home Allin1","Standard 3",6,770.9789,4625.87
2020-09-01,A6018110104,"AQ Home Allin1","Plus 1",5,749.0987,3745.49
2020-09-01,A6018110105,"AQ Home Allin1","Plus 2",2,766.6472,1533.29
2020-09-01,A6018110106,"AQ Home Allin1","Plus 3",6,787.5874,4725.52
2020-09-01,A6019110107,"AQ Home Allin1","Premium 1",4,785.9918,3143.97
2020-09-01,A6019110108,"AQ Home Allin1","Premium 2",5,796.6606,3983.30
2020-09-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",2,824.0889,1648.18
2020-09-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",3,790.1040,2370.31
2020-09-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",4,769.5635,3078.25
2020-09-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",2,807.2638,1614.53
2020-09-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",2,834.9812,1669.96
2020-09-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4,810.6034,3242.41
2020-09-01,A6218160101,"AQ Digit SSD",Standard,139,13.5941,1889.58
2020-09-01,A6218160102,"AQ Digit SSD",Plus,476,15.2481,7258.10
2020-09-01,A6219160103,"AQ Digit SSD",Premium,310,16.3003,5053.09
2020-09-01,A6319160201,"AQ Neuer SSD",Standard,316,17.3590,5485.44
2020-09-01,A6319160202,"AQ Neuer SSD",Plus,730,18.5733,13558.51
2020-09-01,A6319160203,"AQ Neuer SSD",Premium,911,19.3433,17621.75
2020-09-01,A6419160301,"AQ Clx1",Standard,799,17.8043,14225.64
2020-09-01,A6419160302,"AQ Clx1",Plus,204,19.6723,4013.15
2020-09-01,A6419160303,"AQ Clx1",Premium,1028,19.3342,19875.56
2020-09-01,A6519160401,"AQ Clx2",Standard,705,20.2889,14303.67
2020-09-01,A6520160402,"AQ Clx2",Plus,582,20.1650,11736.03
2020-09-01,A6520160403,"AQ Clx2",Premium,984,21.2830,20942.47
2020-09-01,A6620160501,"AQ Clx3",Standard,732,22.8530,16728.40
2020-09-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,194,4.4411,861.57
2020-09-01,A6818160201,"AQ Pen Drive DRC",Standard,1697,2.9990,5089.30
2020-09-01,A6818160202,"AQ Pen Drive DRC",Plus,855,3.8531,3294.40
2020-09-01,A6819160203,"AQ Pen Drive DRC",Premium,1556,5.0984,7933.11
2020-09-01,A7118160101,"AQ Wi Power Dx1",Standard,528,29.6712,15666.39
2020-09-01,A7119160102,"AQ Wi Power Dx1",Plus,619,29.9264,18524.44
2020-09-01,A7119160103,"AQ Wi Power Dx1",Premium,480,28.7736,13811.33
2020-09-01,A7219160201,"AQ Wi Power Dx2",Standard,616,32.9575,20301.82
2020-09-01,A7220160202,"AQ Wi Power Dx2",Plus,96,35.2053,3379.71
2020-09-01,A7220160203,"AQ Wi Power Dx2",Premium,350,37.4784,13117.44
2020-09-01,A7321160301,"AQ Wi Power Dx3",Standard,272,40.7954,11096.35
2020-09-01,A7321160302,"AQ Wi Power Dx3",Plus,507,43.9446,22279.91
2020-09-01,A7321160303,"AQ Wi Power Dx3",Premium,190,42.8483,8141.18
2020-10-01,A0118150101,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Standard,95,19.0573,1810.44
2020-10-01,A0118150102,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Plus,237,21.4565,5085.19
2020-10-01,A0118150103,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache",Premium,102,21.7795,2221.51
2020-10-01,A0118150104,"AQ Dracula HDD – 3.5 Inch SATA 6 Gb/s 5400 RPM 256 MB Cache","Premium Plus",276,22.9729,6340.52
2020-10-01,A0219150201,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Standard,164,23.6987,3886.59
2020-10-01,A0219150202,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Plus,97,24.7312,2398.93
2020-10-01,A0220150203,"AQ WereWolf NAS Internal Hard Drive HDD – 8.89 cm",Premium,306,23.6154,7226.31
2020-10-01,A0320150301,"AQ Zion Saga",Standard,205,23.7223,4863.07
2020-10-01,A0321150302,"AQ Zion Saga",Plus,135,27.1027,3658.86
2020-10-01,A0321150303,"AQ Zion Saga",Premium,249,28.0059,6973.47
2020-10-01,A0418150103,"AQ Mforce Gen X","Standard 3",220,19.5235,4295.17
2020-10-01,A0418150104,"AQ Mforce Gen X","Plus 1",226,19.9239,4502.80
2020-10-01,A0418150105,"AQ Mforce Gen X","Plus 2",248,20.0766,4979.00
2020-10-01,A0418150106,"AQ Mforce Gen X","Plus 3",75,19.9365,1495.24
2020-10-01,A0519150201,"AQ Mforce Gen Y","Standard 1",82,22.3984,1836.67
2020-10-01,A0519150202,"AQ Mforce Gen Y","Standard 2",49,24.9298,1221.56
2020-10-01,A0519150203,"AQ Mforce Gen Y","Standard 3",193,26.5871,5131.31
2020-10-01,A0519150204,"AQ Mforce Gen Y","Plus 1",193,26.1081,5038.86
2020-10-01,A0519150205,"AQ Mforce Gen Y","Plus 2",216,29.7008,6415.37
2020-10-01,A0519150206,"AQ Mforce Gen Y","Plus 3",136,31.2439,4249.17
2020-10-01,A0519150207,"AQ Mforce Gen Y","Premium 1",123,32.4427,3990.45
2020-10-01,A0519150208,"AQ Mforce Gen Y","Premium 2",219,30.5816,6697.37
2020-10-01,A0619150301,"AQ Mforce Gen Z","Standard 1",45,30.4696,1371.13
2020-10-01,A0619150302,"AQ Mforce Gen Z","Standard 2",29,34.0973,988.82
2020-10-01,A0620150303,"AQ Mforce Gen Z","Standard 3",93,34.2412,3184.43
2020-10-01,A0620150304,"AQ Mforce Gen Z","Plus 1",242,37.5826,9094.99
2020-10-01,A0620150305,"AQ Mforce Gen Z","Plus 2",231,36.5679,8447.18
2020-10-01,A0620150306,"AQ Mforce Gen Z","Plus 3",231,37.5278,8668.92
2020-10-01,A0621150307,"AQ Mforce Gen Z","Premium 1",47,36.2434,1703.44
2020-10-01,A0621150308,"AQ Mforce Gen Z","Premium 2",235,39.3990,9258.77
2020-10-01,A0721150401,"AQ GT 21",Standard,218,39.3377,8575.62
2020-10-01,A0721150402,"AQ GT 21","Plus 1",43,39.1465,1683.30
2020-10-01,A0721150403,"AQ GT 21","Plus 2",184,39.2990,7231.02
2020-10-01,A0721150404,"AQ GT 21",Premium,64,39.1215,2503.78
2020-10-01,A0821150501,"AQ Marquee P3",Standard,174,40.5013,7047.23
2020-10-01,A0821150502,"AQ Marquee P3","Plus 1",237,43.2966,10261.29
2020-10-01,A0821150503,"AQ Marquee P3","Plus 2",237,42.3841,10045.03
2020-10-01,A0821150504,"AQ Marquee P3",Premium,249,44.7044,11131.40
2020-10-01,A0921150601,"AQ Marquee P4",Standard,217,45.0813,9782.64
2020-10-01,A1018150101,"AQ 5000 Series Electron 9 5900X Desktop Processor",Standard,132,111.1036,14665.68
2020-10-01,A1018150102,"AQ 5000 Series Electron 9 5900X Desktop Processor",Plus,226,123.4797,27906.41
2020-10-01,A1018150103,"AQ 5000 Series Electron 9 5900X Desktop Processor",Premium,196,123.9315,24290.57
2020-10-01,A1118150201,"AQ 5000 Series Electron 8 5900X Desktop Processor",Standard,138,124.2640,17148.43
2020-10-01,A1118150202,"AQ 5000 Series Electron 8 5900X Desktop Processor",Plus,108,129.5836,13995.03
2020-10-01,A1119150203,"AQ 5000 Series Electron 8 5900X Desktop Processor",Premium,220,139.8962,30777.16
2020-10-01,A1219150301,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Standard,97,135.6822,13161.17
2020-10-01,A1219150302,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Plus,258,145.1474,37448.03
2020-10-01,A1219150303,"AQ 5000 Series Ultron 8 5900X Desktop Processor",Premium,83,142.9402,11864.04
2020-10-01,A1319150401,"AQ Electron 5 3600 Desktop Processor",Standard,132,149.1034,19681.65
2020-10-01,A1320150402,"AQ Electron 5 3600 Desktop Processor",Plus,55,150.2450,8263.48
2020-10-01,A1320150403,"AQ Electron 5 3600 Desktop Processor",Premium,136,160.6912,21854.00
2020-10-01,A1420150501,"AQ Electron 4 3600 Desktop Processor",Standard,97,160.5082,15569.30
2020-10-01,A1420150502,"AQ Electron 4 3600 Desktop Processor",Plus,41,169.4999,6949.50
2020-10-01,A1421150503,"AQ Electron 4 3600 Desktop Processor",Premium,136,176.4389,23995.69
2020-10-01,A1521150601,"AQ Electron 3 3600 Desktop Processor",Standard,99,186.2917,18442.88
2020-10-01,A1521150602,"AQ Electron 3 3600 Desktop Processor",Plus,251,185.4599,46550.43
2020-10-01,A1618150101,"AQ MB Elite",Standard,104,19.6485,2043.44
2020-10-01,A1618150102,"AQ MB Elite","Plus 1",146,20.4629,2987.58
2020-10-01,A1618150103,"AQ MB Elite","Plus 2",137,21.2017,2904.63
2020-10-01,A1618150104,"AQ MB Elite",Premium,94,21.4489,2016.20
2020-10-01,A1718150201,"AQ MB Crossx",Standard,158,21.8879,3458.29
2020-10-01,A1718150202,"AQ MB Crossx","Plus 1",25,22.8957,572.39
2020-10-01,A1718150203,"AQ MB Crossx","Plus 2",76,27.3445,2078.18
2020-10-01,A1718150204,"AQ MB Crossx",Premium,66,28.3991,1874.34
2020-10-01,A1819150301,"AQ MB Crossx 2",Standard,46,28.8615,1327.63
2020-10-01,A1819150302,"AQ MB Crossx 2","Plus 1",127,31.9525,4057.97
2020-10-01,A1819150303,"AQ MB Crossx 2","Plus 2",153,32.1924,4925.44
2020-10-01,A1819150304,"AQ MB Crossx 2",Premium,167,32.2612,5387.62
2020-10-01,A1919150401,"AQ MB Lito",Standard,108,33.7609,3646.18
2020-10-01,A1919150402,"AQ MB Lito","Plus 1",88,35.0256,3082.25
2020-10-01,A1919150403,"AQ MB Lito","Plus 2",79,35.8350,2830.97
2020-10-01,A1920150404,"AQ MB Lito",Premium,117,38.9780,4560.43
2020-10-01,A2020150501,"AQ MB Lito 2",Standard,26,41.3696,1075.61
2020-10-01,A2020150502,"AQ MB Lito 2","Plus 1",168,39.3932,6618.06
2020-10-01,A2021150503,"AQ MB Lito 2","Plus 2",179,45.4377,8133.35
2020-10-01,A2118150101,"AQ Master wired x1 Ms","Standard 1",1036,2.9434,3049.36
2020-10-01,A2118150102,"AQ Master wired x1 Ms","Standard 2",1111,3.9998,4443.78
2020-10-01,A2118150103,"AQ Master wired x1 Ms","Plus 1",352,4.5295,1594.38
2020-10-01,A2118150104,"AQ Master wired x1 Ms","Plus 2",979,5.0459,4939.94
2020-10-01,A2118150105,"AQ Master wired x1 Ms","Premium 1",600,4.6904,2814.24
2020-10-01,A2118150106,"AQ Master wired x1 Ms","Premium 2",860,5.2542,4518.61
2020-10-01,A2218150201,"AQ Master wireless x1 Ms","Standard 1",368,5.4383,2001.29
2020-10-01,A2218150202,"AQ Master wireless x1 Ms","Standard 2",584,6.4054,3740.75
2020-10-01,A2219150203,"AQ Master wireless x1 Ms","Plus 1",817,6.7301,5498.49
2020-10-01,A2219150204,"AQ Master wireless x1 Ms","Plus 2",979,7.3526,7198.20
2020-10-01,A2219150205,"AQ Master wireless x1 Ms","Premium 1",992,7.9813,7917.45
2020-10-01,A2219150206,"AQ Master wireless x1 Ms","Premium 2",308,8.3193,2562.34
2020-10-01,A2319150301,"AQ Gamers Ms","Standard 1",297,8.8044,2614.91
2020-10-01,A2319150302,"AQ Gamers Ms","Standard 2",1333,8.9901,11983.80
2020-10-01,A2319150303,"AQ Gamers Ms","Plus 1",906,9.3977,8514.32
2020-10-01,A2319150304,"AQ Gamers Ms","Plus 2",1179,10.4573,12329.16
2020-10-01,A2319150305,"AQ Gamers Ms","Premium 1",571,10.4370,5959.53
2020-10-01,A2319150306,"AQ Gamers Ms","Premium 2",787,10.8659,8551.46
2020-10-01,A2419150401,"AQ Lite Ms","Standard 1",397,11.4829,4558.71
2020-10-01,A2419150402,"AQ Lite Ms","Standard 2",273,11.2819,3079.96
2020-10-01,A2419150403,"AQ Lite Ms","Plus 1",784,10.8925,8539.72
2020-10-01,A2419150404,"AQ Lite Ms","Plus 2",324,11.6332,3769.16
2020-10-01,A2419150405,"AQ Lite Ms","Premium 1",708,12.7423,9021.55
2020-10-01,A2420150406,"AQ Lite Ms","Premium 2",465,12.2979,5718.52
2020-10-01,A2520150501,"AQ Maxima Ms","Standard 1",511,12.0689,6167.21
2020-10-01,A2520150502,"AQ Maxima Ms","Standard 2",779,14.5267,11316.30
2020-10-01,A2520150503,"AQ Maxima Ms","Plus 1",833,14.1682,11802.11
2020-10-01,A2520150504,"AQ Maxima Ms","Plus 2",1133,14.2800,16179.24
2020-10-01,A2520150505,"AQ Maxima Ms","Premium 1",727,15.1762,11033.10
2020-10-01,A2520150506,"AQ Maxima Ms","Premium 2",776,14.5677,11304.54
2020-10-01,A2620150601,"AQ Qwerty Ms","Standard 1",160,14.9013,2384.21
2020-10-01,A2620150602,"AQ Qwerty Ms","Standard 2",1176,15.8102,18592.80
2020-10-01,A2620150603,"AQ Qwerty Ms","Plus 1",138,15.9792,2205.13
2020-10-01,A2620150604,"AQ Qwerty Ms","Plus 2",884,16.5491,14629.40
2020-10-01,A2620150605,"AQ Qwerty Ms","Premium 1",1136,16.5882,18844.20
2020-10-01,A2620150606,"AQ Qwerty Ms","Premium 2",1071,16.7850,17976.74
2020-10-01,A2720150701,"AQ Trigger Ms","Standard 1",1236,17.0917,21125.34
2020-10-01,A2721150702,"AQ Trigger Ms","Standard 2",276,17.2368,4757.36
2020-10-01,A2721150703,"AQ Trigger Ms","Plus 1",1090,16.9353,18459.48
2020-10-01,A2721150704,"AQ Trigger Ms","Plus 2",560,19.5860,10968.16
2020-10-01,A2721150705,"AQ Trigger Ms","Premium 1",654,19.4042,12690.35
2020-10-01,A2721150706,"AQ Trigger Ms","Premium 2",241,20.0537,4832.94
2020-10-01,A2821150801,"AQ Lumina Ms","Standard 1",438,21.7118,9509.77
2020-10-01,A2918150101,"AQ Master wired x1","Standard 1",757,6.8991,5222.62
2020-10-01,A2918150102,"AQ Master wired x1","Standard 2",849,7.5979,6450.62
2020-10-01,A2918150103,"AQ Master wired x1","Plus 1",247,7.7693,1919.02
2020-10-01,A2918150104,"AQ Master wired x1","Plus 2",622,8.9514,5567.77
2020-10-01,A2918150105,"AQ Master wired x1","Premium 1",664,9.4650,6284.76
2020-10-01,A2918150106,"AQ Master wired x1","Premium 2",680,10.4188,7084.78
2020-10-01,A3018150201,"AQ Master wireless x1","Standard 1",650,10.7955,7017.08
2020-10-01,A3018150202,"AQ Master wireless x1","Standard 2",627,11.0524,6929.85
2020-10-01,A3018150203,"AQ Master wireless x1","Plus 1",856,12.3739,10592.06
2020-10-01,A3019150204,"AQ Master wireless x1","Plus 2",888,11.6011,10301.78
2020-10-01,A3019150205,"AQ Master wireless x1","Premium 1",696,12.0509,8387.43
2020-10-01,A3019150206,"AQ Master wireless x1","Premium 2",288,13.0018,3744.52
2020-10-01,A3119150301,"AQ Gamers ","Standard 1",1085,13.5061,14654.12
2020-10-01,A3119150302,"AQ Gamers ","Standard 2",796,15.3071,12184.45
2020-10-01,A3119150303,"AQ Gamers ","Plus 1",698,16.2407,11336.01
2020-10-01,A3120150304,"AQ Gamers ","Plus 2",583,16.3792,9549.07
2020-10-01,A3120150305,"AQ Gamers ","Premium 1",888,16.3218,14493.76
2020-10-01,A3120150306,"AQ Gamers ","Premium 2",746,19.3003,14398.02
2020-10-01,A3220150401,"AQ Lite","Standard 1",851,18.4943,15738.65
2020-10-01,A3220150402,"AQ Lite","Standard 2",947,18.7947,17798.58
2020-10-01,A3220150403,"AQ Lite","Plus 1",654,18.5844,12154.20
2020-10-01,A3220150404,"AQ Lite","Plus 2",554,18.4219,10205.73
2020-10-01,A3220150405,"AQ Lite","Premium 1",1089,18.9415,20627.29
2020-10-01,A3220150406,"AQ Lite","Premium 2",760,20.0066,15205.02
2020-10-01,A3320150501,"AQ Maxima","Standard 1",279,20.3908,5689.03
2020-10-01,A3320150502,"AQ Maxima","Standard 2",567,21.6988,12303.22
2020-10-01,A3320150503,"AQ Maxima","Plus 1",197,20.8733,4112.04
2020-10-01,A3320150504,"AQ Maxima","Plus 2",522,22.1341,11554.00
2020-10-01,A3320150505,"AQ Maxima","Premium 1",561,23.0844,12950.35
2020-10-01,A3320150506,"AQ Maxima","Premium 2",988,23.7678,23482.59
2020-10-01,A3420150601,"AQ Qwerty","Standard 1",371,24.5690,9115.10
2020-10-01,A3420150602,"AQ Qwerty","Standard 2",908,23.9726,21767.12
2020-10-01,A3421150603,"AQ Qwerty","Plus 1",272,26.9507,7330.59
2020-10-01,A3421150604,"AQ Qwerty","Plus 2",700,27.4152,19190.64
2020-10-01,A3421150605,"AQ Qwerty","Premium 1",963,29.8692,28764.04
2020-10-01,A3421150606,"AQ Qwerty","Premium 2",773,29.6709,22935.61
2020-10-01,A3521150701,"AQ Trigger","Standard 1",183,29.3872,5377.86
2020-10-01,A3521150702,"AQ Trigger","Standard 2",888,30.3414,26943.16
2020-10-01,A3521150703,"AQ Trigger","Plus 1",819,31.7665,26016.76
2020-10-01,A3521150704,"AQ Trigger","Plus 2",718,33.6246,24142.46
2020-10-01,A3521150705,"AQ Trigger","Premium 1",165,34.5114,5694.38
2020-10-01,A3718150101,"AQ LION x1",Standard,42,16.5127,693.53
2020-10-01,A3718150102,"AQ LION x1","Plus 1 ",38,16.1015,611.86
